,win,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA
268,0,2.6,3.1,2.9,2.65,3.0,2.95,2.5,3.1,2.8,2.62,2.9,2.9
269,2,1.67,3.6,5.75,1.67,3.6,5.25,1.65,3.5,5.3,1.65,3.6,5.75
270,0,3.6,3.25,2.15,3.25,3.25,2.2,3.3,3.1,2.2,3.4,3.25,2.15
271,2,2.3,3.0,3.6,2.3,2.9,3.4,2.2,3.1,3.3,2.2,2.8,3.5
272,1,2.45,3.1,3.2,2.55,3.25,2.7,2.6,3.2,2.6,2.4,3.1,2.9
273,2,3.3,3.0,2.4,3.1,2.9,2.5,2.9,3.15,2.4,3.1,3.0,2.4
274,2,3.2,3.2,2.38,3.3,3.0,2.3,3.3,3.1,2.2,3.2,3.0,2.38
275,1,1.91,3.2,4.75,1.78,3.4,4.75,1.75,3.4,4.65,1.91,3.25,4.33
276,2,7.5,4.33,1.45,6.75,4.25,1.45,5.5,4.2,1.5,6.5,4.33,1.48
277,2,4.5,3.3,1.91,4.6,3.3,1.91,3.45,3.15,2.1,4.5,3.1,1.91
278,0,3.5,3.0,2.3,3.6,2.95,2.3,3.1,3.1,2.3,3.4,2.9,2.3
279,0,3.1,3.2,2.4,3.0,3.2,2.5,2.8,3.1,2.5,3.0,3.1,2.4
280,1,2.38,3.0,3.25,2.5,2.9,2.8,2.2,2.9,3.2,2.25,3.0,3.0
281,0,4.0,3.2,2.0,3.8,3.2,1.9,3.2,3.1,2.1,3.5,3.0,2.0
282,1,1.83,3.4,4.5,1.9,3.1,3.95,1.9,3.0,4.0,1.67,3.1,5.0
283,1,2.25,3.1,3.4,2.2,3.0,3.1,2.2,2.8,3.3,1.91,3.2,3.5
284,0,1.62,3.4,5.5,1.65,3.4,5.0,1.7,3.3,4.5,1.57,3.25,5.5
285,2,1.91,3.25,3.75,1.9,3.25,3.7,1.9,3.1,3.8,1.91,3.2,3.5
286,0,2.1,3.2,3.6,2.0,3.15,3.5,1.9,3.0,4.0,1.91,3.2,3.5
287,1,4.75,3.4,1.8,4.75,3.3,1.7,4.0,3.2,1.8,3.75,3.2,1.83
288,2,2.4,3.1,3.1,2.3,2.95,3.1,2.3,2.9,3.0,2.3,3.1,2.75
289,1,2.2,3.1,3.4,2.15,3.0,3.3,2.1,3.0,3.3,2.1,3.2,3.0
290,2,8.0,4.0,1.44,7.25,4.0,1.4,7.5,3.7,1.4,7.0,3.75,1.4
291,0,2.05,3.2,3.75,1.95,3.1,3.8,2.2,2.9,3.2,2.2,3.1,2.88
292,1,2.1,3.2,3.6,2.25,3.0,3.1,2.1,3.0,3.3,2.0,3.0,3.4
293,1,1.75,3.4,5.0,1.75,3.25,4.5,1.7,3.2,4.7,1.62,3.3,5.0
294,0,1.75,3.4,5.0,1.7,3.3,4.75,1.7,3.3,4.5,1.62,3.25,5.0
295,2,6.0,3.5,1.62,5.25,3.75,1.55,4.3,3.2,1.75,4.5,3.5,1.62
296,2,2.4,3.1,3.1,2.15,3.1,3.2,2.1,2.9,3.4,2.1,3.2,3.0
297,1,2.5,3.1,2.9,2.4,3.0,2.85,2.4,2.9,2.9,2.38,3.1,2.62
298,0,1.83,3.4,4.5,1.8,3.1,4.5,1.8,3.0,4.4,1.73,3.25,4.2
299,1,1.7,3.4,5.25,1.57,3.7,5.25,1.55,3.5,5.5,1.73,3.4,4.0
300,0,4.33,3.25,1.8,4.4,3.3,1.75,4.0,3.1,1.85,3.75,3.2,1.83
301,0,2.0,3.2,3.9,1.83,3.1,4.33,1.85,3.1,4.0,1.8,3.2,4.0
302,2,2.88,3.2,2.5,3.0,3.0,2.4,2.5,3.0,2.7,2.62,3.1,2.38
303,0,2.25,3.25,3.2,2.35,3.0,3.1,2.2,3.0,3.1,2.25,3.1,2.8
304,2,2.3,3.1,3.25,2.35,3.0,3.1,2.3,2.9,3.0,2.25,2.88,3.0
305,0,3.0,3.2,2.38,3.0,3.1,2.35,2.9,3.0,2.3,2.88,3.1,2.2
306,1,2.0,3.2,4.0,2.0,3.1,3.9,2.0,3.0,3.6,2.0,3.0,3.4
307,1,2.1,3.2,3.6,2.1,3.1,3.6,2.0,3.0,3.6,2.0,3.0,3.4
308,1,2.0,3.2,4.0,2.05,3.0,3.9,2.2,2.9,3.2,2.0,3.2,3.2
309,2,2.3,3.1,3.3,2.25,3.1,3.2,2.0,3.1,3.4,2.1,3.0,3.2
310,2,8.0,4.0,1.44,6.5,4.0,1.48,7.5,3.7,1.4,7.0,4.0,1.36
311,0,10.0,4.33,1.36,7.25,4.4,1.4,8.0,4.6,1.3,8.0,4.0,1.33
312,0,6.5,3.6,1.57,5.75,3.5,1.62,4.7,3.4,1.65,5.5,3.25,1.57
313,2,4.75,3.25,1.83,5.25,3.3,1.7,4.0,3.1,1.85,4.5,3.2,1.83
314,2,2.38,3.1,3.1,2.4,3.0,3.0,2.2,3.0,3.1,2.2,3.0,3.0
315,1,2.4,3.2,3.0,2.4,3.1,3.2,2.4,3.0,2.8,2.25,3.0,2.9
316,0,2.1,3.2,3.6,2.1,3.1,3.6,2.2,3.0,3.1,2.1,3.0,3.2
317,0,2.25,3.25,3.2,2.15,3.1,3.4,2.2,3.0,3.1,2.2,3.0,3.0
318,1,2.1,3.3,3.5,2.15,3.2,3.3,2.1,3.05,3.25,2.1,3.0,3.2
319,1,2.0,3.3,3.75,2.0,3.1,3.9,1.85,3.2,3.9,1.91,3.2,3.6
320,1,2.05,3.25,3.75,1.95,3.1,4.1,2.0,3.1,3.4,1.95,3.2,3.3
321,0,2.1,3.3,3.5,2.05,3.25,3.5,2.0,3.1,3.5,2.0,3.2,3.25
322,1,1.62,3.6,6.0,1.62,3.4,6.0,1.65,3.3,4.9,1.61,3.5,5.0
323,0,1.57,4.0,5.75,1.6,3.5,6.0,1.5,3.5,6.3,1.57,3.5,6.0
324,1,1.73,3.5,5.0,1.7,3.4,5.0,1.65,3.3,4.9,1.7,3.5,5.0
325,1,2.05,3.4,3.5,2.05,3.1,3.7,2.1,3.1,3.2,2.1,3.2,3.4
326,1,2.5,3.2,2.88,2.35,3.1,3.0,2.3,3.0,2.9,2.37,3.2,2.7
327,1,4.0,3.4,1.91,3.9,3.2,1.95,4.0,3.0,1.9,3.8,3.25,1.83
328,2,9.0,5.5,1.3,9.5,5.5,1.26,11.0,4.8,1.22,9.5,5.5,1.25
329,2,7.5,4.2,1.44,6.25,3.9,1.5,7.5,3.7,1.4,6.0,3.8,1.44
330,0,1.95,3.5,3.8,2.0,3.1,3.9,2.0,2.9,3.7,1.91,3.2,3.4
331,2,3.6,3.25,2.1,3.6,3.1,2.1,3.1,3.0,2.2,3.9,3.1,1.91
332,1,2.05,3.3,3.6,2.05,3.3,3.4,2.2,3.1,3.0,2.05,3.1,3.4
333,2,3.0,3.25,2.38,2.95,3.2,2.35,2.8,3.1,2.3,2.9,2.9,2.4
334,0,2.2,3.1,3.5,2.2,3.2,3.2,2.2,3.1,3.0,2.15,3.0,3.3
335,1,1.6,3.6,6.0,1.62,3.6,5.5,1.6,3.6,4.8,1.61,3.3,5.75
336,2,9.5,4.5,1.36,7.0,4.33,1.42,7.5,4.2,1.35,8.5,4.25,1.36
337,1,2.5,3.25,2.8,2.45,3.2,2.8,2.4,3.1,2.7,2.45,3.0,2.75
338,2,1.75,3.5,4.75,1.75,3.4,4.6,1.8,3.2,4.0,1.72,3.2,4.8
339,1,2.1,3.2,3.6,2.0,3.3,3.6,2.0,3.2,3.3,2.1,3.0,3.4
340,2,5.5,3.5,1.67,4.6,3.6,1.72,4.5,3.5,1.65,4.8,3.5,1.66
341,2,2.3,3.25,3.1,2.3,3.25,3.0,2.2,3.1,3.0,2.35,3.0,2.9
342,2,12.0,5.5,1.25,10.5,5.25,1.26,9.0,4.6,1.27,12.0,5.0,1.25
343,2,1.62,3.6,6.0,1.6,3.7,5.5,1.6,3.6,4.8,1.61,3.3,5.75
344,0,1.85,3.4,4.33,1.83,3.3,4.25,1.8,3.2,4.0,1.85,3.3,4.0
345,2,2.25,3.2,3.3,2.2,3.2,3.2,2.0,3.2,3.3,2.15,3.0,3.3
346,0,2.25,3.25,3.2,2.3,3.2,3.0,2.3,3.1,2.8,2.25,3.0,3.2
347,1,1.73,3.6,4.75,1.65,3.6,5.0,1.65,3.5,4.5,1.75,3.25,4.75
348,2,2.2,3.25,3.3,2.25,3.2,3.1,2.3,3.1,2.8,2.25,3.0,3.2
349,2,2.05,3.3,3.6,1.91,3.25,4.0,1.9,3.2,3.6,2.0,3.0,3.4
350,1,7.0,4.0,1.5,6.25,4.0,1.5,5.5,3.8,1.5,6.5,3.7,1.53
351,2,8.5,4.33,1.4,8.0,4.6,1.36,6.5,4.0,1.4,7.5,4.0,1.36
352,1,1.5,4.0,7.0,1.5,3.8,6.5,1.55,3.7,5.0,1.45,3.7,7.0
353,0,2.6,3.2,2.75,2.5,3.1,2.8,2.4,3.1,2.7,2.62,3.0,2.65
354,1,1.73,3.5,5.0,1.75,3.5,4.5,1.75,3.3,4.2,1.83,3.2,4.5
355,0,5.75,3.9,1.57,5.5,3.8,1.57,4.5,3.5,1.65,5.2,3.7,1.6
356,0,2.0,3.3,3.8,2.05,3.2,3.6,2.0,3.2,3.3,2.05,3.1,3.6
357,0,3.5,3.2,2.15,3.4,3.2,2.1,2.6,3.1,2.5,3.4,3.1,2.1
358,1,1.8,3.6,4.33,1.75,3.6,4.33,1.75,3.3,4.2,1.8,3.25,4.5
359,0,1.8,3.3,4.75,1.8,3.4,4.4,1.8,3.2,4.0,1.8,3.1,4.8
360,1,2.05,3.3,3.6,1.95,3.2,4.0,2.0,3.2,3.3,2.0,3.0,3.8
361,1,2.25,3.1,3.4,2.4,3.25,2.8,2.3,3.1,2.8,2.3,3.0,3.1
362,1,1.85,3.4,4.33,1.83,3.4,4.2,1.8,3.2,4.0,1.83,3.25,4.3
363,1,1.8,3.3,4.75,1.8,3.3,4.5,1.85,3.3,4.0,1.73,3.3,4.75
364,1,2.1,3.1,3.8,2.2,3.0,3.4,2.1,3.1,3.3,2.15,3.1,3.6
365,1,1.8,3.2,5.0,1.78,3.3,4.75,1.8,3.3,4.2,1.8,3.3,4.75
366,0,1.85,3.5,4.2,1.85,3.25,4.4,1.9,3.3,3.7,1.85,3.3,4.5
367,1,1.85,3.3,4.5,1.87,3.4,4.0,1.9,3.3,3.7,1.85,3.3,4.5
368,2,8.5,4.0,1.44,6.5,4.0,1.48,5.4,3.7,1.55,6.5,4.0,1.5
369,2,2.0,3.1,4.2,1.87,3.2,4.25,1.95,3.3,3.5,1.95,3.2,4.2
370,2,9.0,5.0,1.33,8.5,4.33,1.36,7.0,4.1,1.4,9.5,4.75,1.35
371,0,2.45,3.25,2.9,2.35,3.3,2.85,2.6,3.1,2.6,2.5,3.2,2.8
372,0,2.0,3.3,3.8,2.0,3.4,3.5,2.0,3.2,3.4,1.95,3.3,3.8
373,1,8.5,4.33,1.4,7.5,4.33,1.4,7.0,4.1,1.4,8.5,4.5,1.4
374,0,2.1,3.2,3.6,1.95,3.2,3.9,2.0,3.2,3.4,2.05,3.0,3.6
375,1,3.8,3.3,2.0,3.5,3.4,2.0,3.3,3.3,2.0,3.8,3.4,1.95
376,2,1.7,3.6,5.0,1.65,3.75,4.75,1.7,3.5,4.4,1.7,3.75,5.0
377,2,1.95,3.2,4.2,1.95,3.1,4.1,2.0,3.2,3.4,2.0,3.2,4.0
378,1,2.2,3.5,3.1,2.1,3.3,3.3,2.1,3.2,3.2,2.15,3.1,3.4
379,2,2.15,3.2,3.5,2.0,3.1,3.9,2.1,3.1,3.3,2.05,3.1,3.8
380,2,10.0,5.0,1.3,8.75,5.25,1.26,8.0,4.6,1.3,8.0,4.5,1.29
381,2,7.0,4.75,1.4,7.25,4.0,1.4,6.5,4.0,1.4,6.0,4.33,1.4
382,1,2.0,3.5,3.6,2.0,3.4,3.25,2.0,3.2,3.3,1.91,3.25,3.5
383,0,1.73,3.6,4.75,1.8,3.5,3.9,1.8,3.3,3.9,1.73,3.4,4.0
384,2,3.2,3.25,2.25,2.95,3.25,2.2,3.2,3.1,2.1,3.0,3.2,2.1
385,2,3.25,3.6,2.1,3.2,3.3,2.05,3.1,3.2,2.1,3.0,3.25,2.1
386,0,2.3,3.25,3.1,2.4,3.25,2.65,2.3,3.2,2.7,2.25,3.4,2.87
387,0,4.75,3.6,1.73,5.0,3.6,1.6,4.5,3.5,1.65,4.0,3.4,1.72
388,1,4.2,3.6,1.83,4.0,3.6,1.75,3.9,3.5,1.75,4.2,3.3,1.8
389,1,1.67,3.8,5.0,1.67,3.4,4.75,1.65,3.5,4.5,1.66,3.4,4.33
390,1,2.0,3.5,3.75,2.0,3.25,3.4,1.9,3.3,3.5,2.0,3.2,3.2
391,0,2.2,3.25,3.3,2.05,3.25,3.3,2.0,3.2,3.3,2.05,3.3,3.3
392,2,2.25,3.4,3.1,2.3,3.3,2.75,2.3,3.3,2.65,2.2,3.4,2.7
393,1,2.6,3.4,2.3,2.85,3.4,2.2,2.9,3.4,2.1,2.7,3.4,2.2
394,2,2.6,3.3,2.63,2.55,3.25,2.5,2.6,3.2,2.4,2.6,3.2,2.4
395,2,2.38,3.4,2.88,2.4,3.25,2.65,2.5,3.2,2.5,2.38,3.2,2.62
396,2,2.63,3.3,2.63,2.5,3.25,2.55,2.5,3.2,2.5,2.5,3.2,2.5
397,1,4.0,3.75,1.83,4.0,3.6,1.95,4.0,3.2,1.8,4.2,3.5,1.75
398,1,1.55,4.0,5.75,1.55,3.8,5.25,1.65,3.5,4.5,1.57,3.75,5.25
399,2,2.1,3.6,3.2,2.2,3.3,2.9,2.1,3.1,3.2,2.15,3.25,3.1
400,0,3.5,3.6,2.0,3.4,3.3,2.0,3.6,3.2,1.9,3.3,3.4,2.0
401,0,1.57,4.0,5.5,1.55,3.6,5.75,1.55,3.7,5.0,1.57,3.7,5.5
402,2,2.1,3.6,3.25,2.15,3.3,3.0,2.1,3.1,3.2,2.1,3.3,3.0
403,2,4.0,3.75,1.83,4.0,3.6,1.75,4.1,3.5,1.7,3.8,3.4,1.83
404,1,1.73,3.6,4.75,1.72,3.6,4.1,1.75,3.3,4.2,1.72,3.5,4.33
405,0,5.75,3.9,1.57,4.75,3.8,1.6,5.0,3.7,1.55,5.25,3.8,1.55
406,0,1.91,3.5,3.9,1.91,3.4,3.5,1.85,3.3,3.7,1.95,3.2,3.5
407,0,1.85,3.6,3.8,1.87,3.4,3.7,1.85,3.4,3.5,1.95,3.3,3.5
408,1,2.05,3.6,3.3,2.0,3.4,3.25,1.85,3.4,3.6,2.0,3.3,3.3
409,2,2.5,3.3,2.75,2.35,3.4,2.65,2.3,3.2,2.75,2.45,3.25,2.6
410,2,5.0,3.8,1.65,4.33,3.6,1.7,4.6,3.7,1.6,4.8,3.8,1.6
411,1,1.53,4.0,6.0,1.5,4.0,5.5,1.5,3.8,5.5,1.5,4.1,5.25
412,0,1.8,3.75,4.2,1.7,3.6,4.33,1.7,3.6,4.0,1.7,3.6,4.0
413,0,1.67,3.75,5.0,1.7,3.75,4.1,1.8,3.3,3.9,1.61,3.6,4.8
414,1,1.95,3.6,3.6,2.0,3.4,3.25,2.0,3.3,3.2,2.0,3.4,3.4
415,0,2.1,3.6,3.2,2.2,3.25,3.0,2.1,3.2,3.1,2.1,3.5,3.1
416,1,2.0,3.3,3.75,2.05,3.25,3.25,1.9,3.4,3.4,2.0,3.6,3.5
417,2,3.4,3.6,2.05,3.6,3.4,1.9,3.1,3.2,2.1,3.6,3.5,2.0
418,1,1.67,3.8,5.0,1.72,3.75,3.9,1.65,3.7,4.2,1.65,3.8,5.0
419,1,1.44,4.5,6.5,1.42,4.4,6.0,1.4,4.0,6.5,1.44,4.5,6.5
420,0,2.05,3.5,3.4,2.15,3.4,2.9,2.2,3.1,3.0,2.1,3.5,3.2
421,1,1.33,5.0,9.0,1.33,4.75,7.5,1.35,4.2,7.5,1.33,5.0,8.5
422,2,1.53,4.0,6.0,1.6,4.0,4.4,1.5,3.8,5.5,1.57,4.0,5.5
423,1,1.91,3.5,4.0,1.87,3.5,3.6,1.8,3.3,3.9,1.85,3.6,4.0
424,0,1.73,3.75,4.5,1.62,4.0,4.75,1.65,3.5,4.5,1.72,4.0,4.5
425,1,2.0,3.5,3.6,1.95,3.4,3.6,2.2,3.3,2.85,2.1,3.5,3.4
426,1,2.8,3.5,2.38,2.65,3.4,2.35,2.7,3.3,2.3,2.8,3.5,2.37
427,0,3.0,3.5,2.25,3.3,3.4,2.05,3.0,3.1,2.2,3.1,3.6,2.2
428,1,4.2,4.0,1.73,4.33,3.75,1.72,4.6,3.7,1.6,4.2,4.0,1.75
429,1,4.6,3.6,1.75,4.0,3.4,1.8,4.0,3.4,1.75,4.2,3.75,1.8
430,1,1.65,4.0,4.75,1.65,3.5,4.75,1.6,3.6,4.8,1.61,4.0,5.0
431,0,1.85,3.6,4.0,1.85,3.6,3.8,1.85,3.2,3.8,1.85,3.7,3.7
432,2,2.25,3.5,3.0,2.1,3.4,3.2,2.2,3.4,2.8,2.3,3.5,2.9
433,0,2.15,3.4,3.3,2.2,3.4,3.0,2.2,3.3,2.9,2.25,3.5,3.0
434,2,4.75,3.6,1.73,4.6,3.8,1.67,4.3,3.7,1.65,4.2,3.8,1.75
435,1,2.2,3.5,3.1,2.2,3.4,3.0,2.3,3.2,2.8,2.3,3.6,2.8
436,1,2.05,3.6,3.3,2.05,3.5,3.3,2.0,3.5,3.15,2.1,3.5,3.3
437,2,1.91,3.6,3.75,1.91,3.4,3.75,1.9,3.5,3.5,1.91,3.4,3.8
438,1,3.3,3.5,2.1,3.4,3.3,2.05,3.6,3.4,1.9,3.3,3.6,2.05
439,1,1.62,4.0,5.0,1.57,4.0,5.25,1.65,3.8,4.3,1.67,3.8,4.75
440,1,2.0,3.3,3.8,1.95,3.4,3.7,1.9,3.5,3.5,2.0,3.5,3.6
441,1,2.25,3.6,2.9,2.3,3.3,2.9,2.2,3.3,2.9,2.25,3.6,3.0
442,1,1.91,3.6,3.8,1.83,3.6,3.9,1.85,3.5,3.7,1.83,3.6,4.2
443,1,2.0,3.6,3.5,1.85,3.6,3.8,1.8,3.5,3.9,2.0,3.5,3.6
444,2,7.0,4.75,1.4,6.75,5.0,1.36,5.3,4.5,1.45,6.5,5.25,1.4
445,1,1.73,3.8,4.5,1.75,3.8,4.1,1.8,3.4,3.9,1.75,3.9,4.33
446,1,1.91,3.75,3.6,1.9,3.5,3.75,1.9,3.3,3.6,1.85,3.6,3.8
447,2,2.9,3.5,2.3,2.75,3.5,2.3,2.9,3.3,2.2,2.9,3.5,2.25
448,2,2.6,3.0,2.88,2.35,2.9,3.0,2.4,2.9,2.9,2.25,3.1,2.8
449,0,7.0,4.33,1.44,7.0,4.25,1.38,7.0,3.6,1.45,7.0,3.75,1.4
450,2,9.0,4.5,1.36,8.0,4.2,1.35,7.0,3.6,1.45,7.0,3.75,1.4
451,2,2.2,3.1,3.5,2.2,2.9,3.3,2.1,2.9,3.4,2.1,3.2,3.0
452,1,2.3,3.0,3.4,2.4,3.0,2.85,2.3,3.0,2.9,2.38,3.1,2.6
453,1,2.5,3.1,2.9,2.3,3.0,3.0,2.3,3.0,2.9,2.38,3.1,2.6
454,2,2.3,3.1,3.3,2.1,3.15,3.25,2.1,3.1,3.2,2.2,3.0,3.0
455,2,5.5,3.5,1.67,5.0,3.4,1.65,4.2,3.1,1.8,5.0,3.5,1.57
456,0,5.25,3.75,1.65,4.75,3.5,1.65,4.5,3.5,1.65,4.75,3.7,1.65
457,0,2.25,3.5,3.0,2.3,3.3,2.75,2.2,3.2,2.9,2.2,3.5,2.75
458,2,4.0,3.75,1.83,3.8,3.6,1.8,3.5,3.3,1.9,3.75,3.6,1.8
459,1,2.63,3.4,2.6,2.45,3.5,2.45,2.7,3.3,2.3,2.55,3.1,2.55
460,1,2.1,3.6,3.25,2.2,3.4,2.85,2.1,3.3,3.0,2.1,3.3,3.1
461,1,2.1,3.5,3.3,2.05,3.3,3.25,2.1,3.3,3.0,1.95,3.4,3.3
462,2,6.5,4.5,1.44,6.0,4.33,1.42,6.5,4.0,1.4,6.0,4.33,1.45
463,0,2.05,3.6,3.4,2.05,3.3,3.2,2.0,3.2,3.3,1.95,3.5,3.3
464,1,3.5,3.6,2.0,3.3,3.4,2.0,3.1,3.2,2.1,3.3,3.3,2.0
465,2,5.25,4.2,1.57,5.0,3.8,1.57,5.0,3.7,1.55,5.0,3.9,1.57
466,1,6.5,4.5,1.44,6.25,4.0,1.45,6.0,3.9,1.47,5.75,4.2,1.45
467,1,2.0,3.5,3.6,2.1,3.4,3.0,2.0,3.3,3.2,2.0,3.3,3.3
468,2,2.9,3.4,2.38,2.45,3.5,2.45,2.75,3.2,2.3,2.65,3.3,2.37
469,2,2.55,3.75,2.45,2.55,3.3,2.45,2.6,3.4,2.3,2.55,3.4,2.4
470,0,2.63,3.5,2.5,2.7,3.3,2.35,2.75,3.2,2.3,2.5,3.4,2.45
471,0,2.1,3.6,3.2,2.05,3.4,3.1,2.0,3.2,3.3,2.05,3.3,3.1
472,1,2.05,3.5,3.4,1.95,3.6,3.2,1.9,3.2,3.6,2.0,3.5,3.2
473,2,2.63,3.4,2.6,2.45,3.3,2.6,2.5,3.2,2.5,2.55,3.4,2.5
474,2,2.1,3.6,3.2,2.0,3.7,3.0,1.9,3.3,3.5,2.0,3.75,3.4
475,1,2.0,3.6,3.5,2.05,3.4,3.1,2.0,3.3,3.2,2.05,3.4,3.5
476,2,2.88,3.4,2.38,2.95,3.2,2.25,2.85,3.3,2.2,2.62,3.5,2.5
477,1,2.3,3.5,2.88,2.3,3.4,2.7,2.4,3.1,2.7,2.37,3.5,2.75
478,0,2.05,3.6,3.3,2.05,3.3,3.25,2.2,3.1,3.0,2.05,3.6,3.3
479,2,5.0,4.33,1.57,5.5,3.7,1.55,6.5,4.0,1.4,5.0,4.1,1.57
480,2,3.2,3.4,2.2,3.2,3.25,2.1,3.3,3.2,2.0,3.3,3.6,2.05
481,2,7.5,5.0,1.36,7.75,4.5,1.33,7.0,4.5,1.35,8.0,4.75,1.36
482,2,5.5,3.8,1.62,4.6,3.9,1.65,4.8,3.6,1.6,5.5,4.0,1.61
483,0,1.85,3.8,3.8,1.85,3.6,3.5,1.8,3.4,3.7,1.9,3.75,3.6
484,2,4.33,3.6,1.8,3.9,3.75,1.8,4.0,3.2,1.8,3.6,3.7,1.95
485,2,2.45,3.5,2.7,2.35,3.4,2.75,2.3,3.3,2.7,2.5,3.5,2.7
486,0,2.88,3.5,2.3,2.8,3.4,2.35,2.55,3.3,2.4,2.88,3.6,2.3
487,1,2.25,3.5,3.0,2.15,3.4,2.95,2.1,3.2,3.1,2.1,3.5,3.2
488,2,4.6,3.7,1.73,3.75,3.6,1.8,3.7,3.3,1.85,4.33,3.6,1.8
489,1,2.75,3.5,2.4,2.5,3.75,2.3,2.65,3.2,2.4,2.7,3.4,2.4
490,2,2.2,3.2,3.4,2.1,3.25,3.4,2.2,3.1,3.0,2.15,2.85,3.1
491,2,6.5,3.5,1.62,5.75,3.6,1.6,4.5,3.5,1.65,6.0,3.4,1.6
492,1,3.6,3.3,2.05,3.3,3.2,2.15,3.0,3.1,2.2,3.6,3.0,2.1
493,2,12.0,5.5,1.25,9.25,5.0,1.3,8.5,4.4,1.3,11.0,4.6,1.29
494,2,17.0,6.5,1.17,14.0,6.25,1.18,9.5,4.8,1.25,20.0,5.5,1.16
495,0,4.5,3.75,1.73,4.75,3.4,1.75,4.0,3.2,1.8,4.6,3.25,1.75
496,2,3.1,3.1,2.38,3.4,3.1,2.15,2.8,3.1,2.3,3.2,2.9,2.3
497,2,2.88,3.2,2.5,2.9,2.9,2.55,2.6,3.1,2.5,3.0,2.9,2.45
498,2,3.5,3.1,2.2,3.25,3.1,2.2,3.0,3.1,2.2,3.4,3.0,2.2
499,0,2.5,3.1,2.9,2.5,3.1,2.8,2.4,3.1,2.7,2.5,2.9,2.85
500,2,3.0,3.0,2.5,2.9,2.95,2.5,2.7,3.1,2.4,2.9,2.9,2.45
501,2,2.8,3.3,2.45,2.75,3.2,2.5,2.6,3.1,2.5,2.87,3.0,2.5
502,0,3.1,3.1,2.4,3.1,3.2,2.25,2.8,3.1,2.3,3.0,3.0,2.4
503,1,2.63,3.2,2.7,2.55,3.1,2.75,2.6,3.0,2.6,2.5,2.9,2.87
504,2,8.0,4.0,1.44,7.5,3.9,1.45,6.5,4.0,1.4,8.0,3.75,1.44
505,2,6.5,4.5,1.45,6.0,3.9,1.48,6.0,3.9,1.45,6.0,4.33,1.5
506,2,3.2,3.6,2.1,2.95,3.6,2.05,2.65,3.3,2.3,3.0,3.6,2.2
507,2,10.0,6.0,1.25,8.5,5.5,1.25,9.0,5.0,1.25,10.0,6.0,1.25
508,0,3.75,3.6,1.91,3.4,3.4,1.95,3.9,3.6,1.75,3.8,3.75,1.8
509,1,2.5,3.5,2.63,2.5,3.2,2.6,2.6,3.1,2.5,2.5,3.5,2.5
510,2,2.5,3.6,2.6,2.55,3.2,2.55,2.5,3.2,2.5,2.62,3.5,2.5
511,0,4.33,4.2,1.67,4.33,4.0,1.62,4.5,3.5,1.65,4.5,4.0,1.7
512,0,3.1,3.4,2.25,2.8,3.4,2.25,2.8,3.1,2.3,2.87,3.4,2.3
513,1,2.9,3.5,2.3,2.75,3.2,2.35,2.7,3.3,2.3,2.8,3.5,2.37
514,2,9.0,5.5,1.3,8.0,4.75,1.3,8.0,4.7,1.3,9.0,5.0,1.33
515,2,3.1,3.5,2.2,3.1,3.3,2.2,3.0,3.3,2.1,3.1,3.6,2.2
516,0,4.5,3.8,1.73,4.5,3.7,1.7,3.9,3.6,1.7,4.33,4.0,1.75
517,1,11.0,5.75,1.25,10.5,6.0,1.22,8.0,6.0,1.22,11.0,6.5,1.22
518,2,3.3,3.5,2.1,3.3,3.5,1.95,3.3,3.2,2.0,3.2,3.5,2.15
519,2,2.3,3.4,3.0,2.25,3.4,2.75,2.3,3.2,2.75,2.4,3.5,2.75
520,2,4.5,3.5,1.8,3.8,3.4,1.85,3.5,3.3,1.9,4.2,3.6,1.83
521,2,2.6,3.4,2.6,2.45,3.4,2.5,2.5,3.3,2.5,2.6,3.25,2.6
522,0,2.2,3.5,3.1,2.15,3.3,3.0,2.3,3.1,2.8,2.2,3.25,2.9
523,1,2.25,3.5,3.0,2.25,3.3,2.85,2.1,3.1,3.2,2.15,3.25,3.0
524,2,3.5,3.6,2.0,3.6,3.3,1.91,3.5,3.3,1.9,3.5,3.3,1.95
525,1,1.8,3.8,4.0,1.78,3.6,3.9,1.9,3.2,3.6,1.85,3.4,3.75
526,2,5.0,4.33,1.57,4.75,4.1,1.55,5.5,3.8,1.5,5.25,3.9,1.55
527,1,1.91,3.6,3.75,1.9,3.4,3.6,1.85,3.4,3.6,1.9,3.4,3.5
528,1,2.6,3.6,2.5,2.5,3.4,2.45,2.75,3.2,2.3,2.63,3.3,2.4
529,2,4.2,3.6,1.83,4.25,3.4,1.75,4.0,3.2,1.8,3.9,3.4,1.8
530,1,2.1,3.4,3.4,2.1,3.3,3.1,2.1,3.2,3.1,2.1,3.1,3.3
531,1,1.73,3.9,4.33,1.78,3.7,3.8,1.75,3.4,4.0,1.75,3.5,4.1
532,1,1.44,4.2,7.5,1.45,4.1,6.0,1.55,3.9,4.6,1.4,4.2,7.5
533,1,3.0,3.4,2.3,2.75,3.4,2.25,2.9,3.2,2.2,2.9,3.3,2.25
534,0,2.4,3.5,2.75,2.3,3.4,2.7,2.5,3.2,2.5,2.3,3.2,2.8
535,1,3.4,3.5,2.05,3.5,3.4,1.91,3.5,3.3,1.9,3.3,3.3,2.0
